Burgermeister	330015272959244203_22808100	Burgermeister	0.002110042448660122	itsguuud_	http://distilleryimage7.s3.amazonaws.com/a6817204346211e29a1922000a9d0dee_7.jpg	1.353560907E9	3/4 of the #ragefamily 💛	37.868629455	-122.267913818
Baja Fresh	330015272959244203_22808100	Baja Fresh	0.007971739073129517	itsguuud_	http://distilleryimage7.s3.amazonaws.com/a6817204346211e29a1922000a9d0dee_7.jpg	1.353560907E9	3/4 of the #ragefamily 💛	37.868629455	-122.267913818
Mel's Pizza	330015272959244203_22808100	Mel's Pizza	0.005285773687897784	itsguuud_	http://distilleryimage7.s3.amazonaws.com/a6817204346211e29a1922000a9d0dee_7.jpg	1.353560907E9	3/4 of the #ragefamily 💛	37.868629455	-122.267913818
Maoz Vegetarian	330076273765928606_20876682	Maoz Vegetarian	0.008286062446880366	seiko_siri	http://distilleryimage2.s3.amazonaws.com/94dfa4ec347311e2b41b22000a1f9a15_7.jpg	1.353568179E9	Got to see my people man. I  love it 😘😁😚 @theysayimswaggin and Niko lol Rachel made me happy man this hooper might consider Fullerton next year 🏀 lmao (insider) "Bitch don't kill my vibe" aha #BerkeleySwag #FunNights #LiveLaughLove #DiamondLife #PeopleIMissed	37.866998121	-122.258723974
Starbucks	330334975694633811_13747717	Starbucks	0.005420464667134703	philaggie	http://distilleryimage3.s3.amazonaws.com/62c0271e34bb11e29fe522000a1f97ce_7.jpg	1.353599019E9	Thankful for hot chocolate and fake antlers	37.878027085	-122.26916325
Guerilla Cafe	330334975694633811_13747717	Guerilla Cafe	0.008244079823849901	philaggie	http://distilleryimage3.s3.amazonaws.com/62c0271e34bb11e29fe522000a1f97ce_7.jpg	1.353599019E9	Thankful for hot chocolate and fake antlers	37.878027085	-122.26916325
T-Toust	330788278808059338_24828558	T-Toust	0.005227479234323145	mrfruitsandchocolate	http://distilleryimage6.s3.amazonaws.com/33de81a6353911e28a6522000a9f17d4_7.jpg	1.353653057E9	After party @ Kips.  @don_cristosambrano @monicaw0ng @stanleyng39 @dianafy #canttagtherest #stephanieglensherrytraviswilljohn #happythanksgiving	37.867942491	-122.259721756
Beckett's	330857285192075132_30383664	Beckett's	0.00828715007075417	lindseycalifornia	http://distilleryimage8.s3.amazonaws.com/5b11b4a6354c11e2b93522000a1f96b2_7.jpg	1.353661283E9	It ain't trickin if you got it...	37.868083953	-122.267753601
Naan N Curry	331578940669812304_39617038	Naan N Curry	0.008571558693770099	real_jessegrimes	http://distilleryimage4.s3.amazonaws.com/a7c72312361411e2979f22000a1f8ae3_7.jpg	1.353747311E9	Here at #pappys just met the inventor of the Black superman with @liznasty415 @misscassiemarie @nunutalbott @nicolefrancesca44	37.867581555	-122.258844617
Tully's Coffee	331973243874873116_46276570	Tully's Coffee	0.004417297689965096	evagabrielita	http://distilleryimage8.s3.amazonaws.com/18b5011c368211e2b19422000a1f9bc9_7.jpg	1.353794316E9	I ❤exploring new towns, find small coffee shops and work 😍	37.870334625	-122.267997741
